"id","setId","slot","name","parts","icon","worldPrefab","gridW","gridH","itemType","weight"
"2304","23","Forearm","Preset_23 Forearm","Chr_ArmLowerRight_Male_10;Chr_ArmLowerLeft_Male_10;Chr_HandRight_Male_02;Chr_HandLeft_Male_02","set_023_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_023_Forearm_World.prefab","2","3","Forearm","2"
"2305","23","Hips","Preset_23 Hips","Chr_HipsAttachment_08;Chr_Hips_Male_03","set_023_Hips.png","Assets/Game/Prefabs/Equipment/World/set_023_Hips_World.prefab","4","5","Hips","3"
"2306","23","Leg","Preset_23 Leg","Chr_LegRight_Male_18;Chr_KneeAttachRight_01;Chr_LegLeft_Male_18;Chr_KneeAttachLeft_01","set_023_Leg.png","Assets/Game/Prefabs/Equipment/World/set_023_Leg_World.prefab","4","3","Leg","4"
"2307","23","Back","Preset_23 Back","Chr_BackAttachment_09","set_023_Back.png","Assets/Game/Prefabs/Equipment/World/set_023_Back_World.prefab","4","3","BackSlot","2"
"2402","24","Body","Preset_24 Body","Chr_Torso_Female_25;Chr_ArmUpperRight_Female_13;Chr_ArmUpperLeft_Female_13","set_024_Body.png","Assets/Game/Prefabs/Equipment/World/set_024_Body_World.prefab","4","6","Body","7"
"2404","24","Forearm","Preset_24 Forearm","Chr_ArmLowerRight_Female_02;Chr_ArmLowerLeft_Female_02;Chr_HandRight_Female_14;Chr_HandLeft_Female_14","set_024_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_024_Forearm_World.prefab","2","3","Forearm","2"
"2405","24","Hips","Preset_24 Hips","Chr_HipsAttachment_08;Chr_Hips_Female_20","set_024_Hips.png","Assets/Game/Prefabs/Equipment/World/set_024_Hips_World.prefab","4","5","Hips","3"
"2406","24","Leg","Preset_24 Leg","Chr_LegRight_Female_13;Chr_KneeAttachRight_08;Chr_LegLeft_Female_13;Chr_KneeAttachLeft_08","set_024_Leg.png","Assets/Game/Prefabs/Equipment/World/set_024_Leg_World.prefab","4","3","Leg","4"
"2407","24","Back","Preset_24 Back","Chr_BackAttachment_11","set_024_Back.png","Assets/Game/Prefabs/Equipment/World/set_024_Back_World.prefab","4","3","BackSlot","2"
"2502","25","Body","Preset_25 Body","Chr_Torso_Male_07;Chr_ArmUpperRight_Male_01;Chr_ArmUpperLeft_Male_01","set_025_Body.png","Assets/Game/Prefabs/Equipment/World/set_025_Body_World.prefab","4","6","Body","7"
"2504","25","Forearm","Preset_25 Forearm","Chr_ArmLowerRight_Male_12;Chr_ArmLowerLeft_Male_00;Chr_HandRight_Male_00;Chr_HandLeft_Male_17","set_025_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_025_Forearm_World.prefab","2","3","Forearm","2"
"2505","25","Hips","Preset_25 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_26","set_025_Hips.png","Assets/Game/Prefabs/Equipment/World/set_025_Hips_World.prefab","4","5","Hips","3"
"2506","25","Leg","Preset_25 Leg","Chr_LegRight_Male_08;Chr_KneeAttachRight_02;Chr_LegLeft_Male_08;Chr_KneeAttachLeft_02","set_025_Leg.png","Assets/Game/Prefabs/Equipment/World/set_025_Leg_World.prefab","4","3","Leg","4"
"2507","25","Back","Preset_25 Back","Chr_BackAttachment_13","set_025_Back.png","Assets/Game/Prefabs/Equipment/World/set_025_Back_World.prefab","4","3","BackSlot","2"
"2601","26","Head","Preset_26 Head","Chr_HeadCoverings_No_Hair_11","set_026_Head.png","Assets/Game/Prefabs/Equipment/World/set_026_Head_World.prefab","3","3","Head","1.5"
"2602","26","Body","Preset_26 Body","Chr_Torso_Male_26;Chr_ArmUpperRight_Male_05;Chr_ArmUpperLeft_Male_05","set_026_Body.png","Assets/Game/Prefabs/Equipment/World/set_026_Body_World.prefab","4","6","Body","7"
"2604","26","Forearm","Preset_26 Forearm","Chr_ArmLowerRight_Male_14;Chr_ArmLowerLeft_Male_14;Chr_HandRight_Male_12;Chr_HandLeft_Male_12","set_026_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_026_Forearm_World.prefab","2","3","Forearm","2"
"2605","26","Hips","Preset_26 Hips","Chr_HipsAttachment_02;Chr_Hips_Male_28","set_026_Hips.png","Assets/Game/Prefabs/Equipment/World/set_026_Hips_World.prefab","4","5","Hips","3"
"2606","26","Leg","Preset_26 Leg","Chr_LegRight_Male_11;Chr_KneeAttachRight_09;Chr_LegLeft_Male_11;Chr_KneeAttachLeft_09","set_026_Leg.png","Assets/Game/Prefabs/Equipment/World/set_026_Leg_World.prefab","4","3","Leg","4"
"2607","26","Back","Preset_26 Back","Chr_BackAttachment_14","set_026_Back.png","Assets/Game/Prefabs/Equipment/World/set_026_Back_World.prefab","4","3","BackSlot","2"
"2702","27","Body","Preset_27 Body","Chr_Torso_Male_16;Chr_ArmUpperRight_Male_05;Chr_ArmUpperLeft_Male_05;Chr_ShoulderAttachRight_21;Chr_ShoulderAttachLeft_21","set_027_Body.png","Assets/Game/Prefabs/Equipment/World/set_027_Body_World.prefab","4","6","Body","7"
"2704","27","Forearm","Preset_27 Forearm","Chr_ArmLowerRight_Male_17;Chr_ArmLowerLeft_Male_17;Chr_HandRight_Male_10;Chr_HandLeft_Male_07","set_027_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_027_Forearm_World.prefab","2","3","Forearm","2"
"2705","27","Hips","Preset_27 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_26","set_027_Hips.png","Assets/Game/Prefabs/Equipment/World/set_027_Hips_World.prefab","4","5","Hips","3"
"2706","27","Leg","Preset_27 Leg","Chr_LegRight_Male_18;Chr_KneeAttachRight_02;Chr_LegLeft_Male_18;Chr_KneeAttachLeft_02","set_027_Leg.png","Assets/Game/Prefabs/Equipment/World/set_027_Leg_World.prefab","4","3","Leg","4"
"2707","27","Back","Preset_27 Back","Chr_BackAttachment_08","set_027_Back.png","Assets/Game/Prefabs/Equipment/World/set_027_Back_World.prefab","4","3","BackSlot","2"
"2801","28","Head","Preset_28 Head","Chr_HeadCoverings_Base_Hair_01","set_028_Head.png","Assets/Game/Prefabs/Equipment/World/set_028_Head_World.prefab","3","3","Head","1.5"
"2802","28","Body","Preset_28 Body","Chr_Torso_Male_11;Chr_ArmUpperRight_Male_18;Chr_ArmUpperLeft_Male_06;Chr_ShoulderAttachRight_07;Chr_ShoulderAttachLeft_07","set_028_Body.png","Assets/Game/Prefabs/Equipment/World/set_028_Body_World.prefab","4","6","Body","7"
"2804","28","Forearm","Preset_28 Forearm","Chr_ArmLowerRight_Male_14;Chr_ArmLowerLeft_Male_07;Chr_HandRight_Male_16;Chr_HandLeft_Male_16","set_028_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_028_Forearm_World.prefab","2","3","Forearm","2"
"2805","28","Hips","Preset_28 Hips","Chr_HipsAttachment_07;Chr_Hips_Male_17","set_028_Hips.png","Assets/Game/Prefabs/Equipment/World/set_028_Hips_World.prefab","4","5","Hips","3"
"2806","28","Leg","Preset_28 Leg","Chr_LegRight_Male_08;Chr_LegLeft_Male_08","set_028_Leg.png","Assets/Game/Prefabs/Equipment/World/set_028_Leg_World.prefab","4","3","Leg","4"
"2807","28","Back","Preset_28 Back","Chr_BackAttachment_01","set_028_Back.png","Assets/Game/Prefabs/Equipment/World/set_028_Back_World.prefab","4","3","BackSlot","2"
"2902","29","Body","Preset_29 Body","Chr_Torso_Male_08;Chr_ArmUpperRight_Male_18;Chr_ArmUpperLeft_Male_15;Chr_ShoulderAttachRight_04;Chr_ShoulderAttachLeft_04","set_029_Body.png","Assets/Game/Prefabs/Equipment/World/set_029_Body_World.prefab","4","6","Body","7"
"2904","29","Forearm","Preset_29 Forearm","Chr_ArmLowerRight_Male_12;Chr_ArmLowerLeft_Male_12;Chr_HandRight_Male_03;Chr_HandLeft_Male_03","set_029_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_029_Forearm_World.prefab","2","3","Forearm","2"
"2905","29","Hips","Preset_29 Hips","Chr_HipsAttachment_05;Chr_Hips_Male_08","set_029_Hips.png","Assets/Game/Prefabs/Equipment/World/set_029_Hips_World.prefab","4","5","Hips","3"
"2906","29","Leg","Preset_29 Leg","Chr_LegRight_Male_06;Chr_KneeAttachRight_08;Chr_LegLeft_Male_06;Chr_KneeAttachLeft_08","set_029_Leg.png","Assets/Game/Prefabs/Equipment/World/set_029_Leg_World.prefab","4","3","Leg","4"
"2907","29","Back","Preset_29 Back","Chr_BackAttachment_06","set_029_Back.png","Assets/Game/Prefabs/Equipment/World/set_029_Back_World.prefab","4","3","BackSlot","2"
"3002","30","Body","Preset_30 Body","Chr_Torso_Male_09;Chr_ArmUpperRight_Male_13;Chr_ArmUpperLeft_Male_16;Chr_ShoulderAttachRight_13;Chr_ShoulderAttachLeft_13","set_030_Body.png","Assets/Game/Prefabs/Equipment/World/set_030_Body_World.prefab","4","6","Body","7"
"3004","30","Forearm","Preset_30 Forearm","Chr_ArmLowerRight_Male_05;Chr_ArmLowerLeft_Male_11;Chr_HandRight_Male_07;Chr_HandLeft_Male_07","set_030_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_030_Forearm_World.prefab","2","3","Forearm","2"
"3005","30","Hips","Preset_30 Hips","Chr_HipsAttachment_03;Chr_Hips_Male_18","set_030_Hips.png","Assets/Game/Prefabs/Equipment/World/set_030_Hips_World.prefab","4","5","Hips","3"
"3006","30","Leg","Preset_30 Leg","Chr_LegRight_Male_06;Chr_KneeAttachRight_03;Chr_LegLeft_Male_06;Chr_KneeAttachLeft_03","set_030_Leg.png","Assets/Game/Prefabs/Equipment/World/set_030_Leg_World.prefab","4","3","Leg","4"
"3007","30","Back","Preset_30 Back","Chr_BackAttachment_14","set_030_Back.png","Assets/Game/Prefabs/Equipment/World/set_030_Back_World.prefab","4","3","BackSlot","2"
"3102","31","Body","Preset_31 Body","Chr_Torso_Male_08;Chr_ArmUpperRight_Male_07;Chr_ArmUpperLeft_Male_07","set_031_Body.png","Assets/Game/Prefabs/Equipment/World/set_031_Body_World.prefab","4","6","Body","7"
"3104","31","Forearm","Preset_31 Forearm","Chr_ArmLowerRight_Male_04;Chr_ArmLowerLeft_Male_04;Chr_HandRight_Male_04;Chr_HandLeft_Male_04","set_031_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_031_Forearm_World.prefab","2","3","Forearm","2"
"3105","31","Hips","Preset_31 Hips","Chr_Hips_Male_08","set_031_Hips.png","Assets/Game/Prefabs/Equipment/World/set_031_Hips_World.prefab","4","5","Hips","3"
"3106","31","Leg","Preset_31 Leg","Chr_LegRight_Male_13;Chr_LegLeft_Male_13;Chr_KneeAttachLeft_07","set_031_Leg.png","Assets/Game/Prefabs/Equipment/World/set_031_Leg_World.prefab","4","3","Leg","4"
"3201","32","Head","Preset_32 Head","Chr_HelmetAttachment_12","set_032_Head.png","Assets/Game/Prefabs/Equipment/World/set_032_Head_World.prefab","3","3","Head","1.5"
"3202","32","Body","Preset_32 Body","Chr_Torso_Male_28;Chr_ArmUpperRight_Male_03;Chr_ArmUpperLeft_Male_04","set_032_Body.png","Assets/Game/Prefabs/Equipment/World/set_032_Body_World.prefab","4","6","Body","7"
"3204","32","Forearm","Preset_32 Forearm","Chr_ArmLowerRight_Male_17;Chr_ArmLowerLeft_Male_17;Chr_HandRight_Male_11;Chr_HandLeft_Male_11","set_032_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_032_Forearm_World.prefab","2","3","Forearm","2"
"3205","32","Hips","Preset_32 Hips","Chr_HipsAttachment_10;Chr_Hips_Male_18","set_032_Hips.png","Assets/Game/Prefabs/Equipment/World/set_032_Hips_World.prefab","4","5","Hips","3"
"3206","32","Leg","Preset_32 Leg","Chr_LegRight_Male_04;Chr_KneeAttachRight_07;Chr_LegLeft_Male_04","set_032_Leg.png","Assets/Game/Prefabs/Equipment/World/set_032_Leg_World.prefab","4","3","Leg","4"
"3207","32","Back","Preset_32 Back","Chr_BackAttachment_02","set_032_Back.png","Assets/Game/Prefabs/Equipment/World/set_032_Back_World.prefab","4","3","BackSlot","2"
"3301","33","Head","Preset_33 Head","Chr_HeadCoverings_No_Hair_10","set_033_Head.png","Assets/Game/Prefabs/Equipment/World/set_033_Head_World.prefab","3","3","Head","1.5"
"3302","33","Body","Preset_33 Body","Chr_Torso_Male_20;Chr_ArmUpperRight_Male_06;Chr_ArmUpperLeft_Male_06;Chr_ShoulderAttachRight_16;Chr_ShoulderAttachLeft_16","set_033_Body.png","Assets/Game/Prefabs/Equipment/World/set_033_Body_World.prefab","4","6","Body","7"
"3304","33","Forearm","Preset_33 Forearm","Chr_ArmLowerRight_Male_03;Chr_ArmLowerLeft_Male_03;Chr_HandRight_Male_03;Chr_HandLeft_Male_03","set_033_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_033_Forearm_World.prefab","2","3","Forearm","2"
"3305","33","Hips","Preset_33 Hips","Chr_HipsAttachment_05;Chr_Hips_Male_20","set_033_Hips.png","Assets/Game/Prefabs/Equipment/World/set_033_Hips_World.prefab","4","5","Hips","3"
"3306","33","Leg","Preset_33 Leg","Chr_LegRight_Male_01;Chr_LegLeft_Male_01","set_033_Leg.png","Assets/Game/Prefabs/Equipment/World/set_033_Leg_World.prefab","4","3","Leg","4"
"3307","33","Back","Preset_33 Back","Chr_BackAttachment_13","set_033_Back.png","Assets/Game/Prefabs/Equipment/World/set_033_Back_World.prefab","4","3","BackSlot","2"
"3402","34","Body","Preset_34 Body","Chr_Torso_Male_27;Chr_ArmUpperRight_Male_07;Chr_ArmUpperLeft_Male_07","set_034_Body.png","Assets/Game/Prefabs/Equipment/World/set_034_Body_World.prefab","4","6","Body","7"
"3404","34","Forearm","Preset_34 Forearm","Chr_ArmLowerRight_Male_17;Chr_ArmLowerLeft_Male_17;Chr_HandRight_Male_11;Chr_HandLeft_Male_11","set_034_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_034_Forearm_World.prefab","2","3","Forearm","2"
"3405","34","Hips","Preset_34 Hips","Chr_HipsAttachment_12;Chr_Hips_Male_16","set_034_Hips.png","Assets/Game/Prefabs/Equipment/World/set_034_Hips_World.prefab","4","5","Hips","3"
"3406","34","Leg","Preset_34 Leg","Chr_LegRight_Male_12;Chr_LegLeft_Male_12;Chr_KneeAttachLeft_07","set_034_Leg.png","Assets/Game/Prefabs/Equipment/World/set_034_Leg_World.prefab","4","3","Leg","4"
"3407","34","Back","Preset_34 Back","Chr_BackAttachment_03","set_034_Back.png","Assets/Game/Prefabs/Equipment/World/set_034_Back_World.prefab","4","3","BackSlot","2"
"3501","35","Head","Preset_35 Head","Chr_HelmetAttachment_01","set_035_Head.png","Assets/Game/Prefabs/Equipment/World/set_035_Head_World.prefab","3","3","Head","1.5"
"3502","35","Body","Preset_35 Body","Chr_Torso_Male_12;Chr_ArmUpperRight_Male_07;Chr_ArmUpperLeft_Male_08;Chr_ShoulderAttachRight_07;Chr_ShoulderAttachLeft_07","set_035_Body.png","Assets/Game/Prefabs/Equipment/World/set_035_Body_World.prefab","4","6","Body","7"
"3504","35","Forearm","Preset_35 Forearm","Chr_ArmLowerRight_Male_00;Chr_ArmLowerLeft_Male_14;Chr_HandRight_Male_09;Chr_HandLeft_Male_09","set_035_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_035_Forearm_World.prefab","2","3","Forearm","2"
"3505","35","Hips","Preset_35 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_26","set_035_Hips.png","Assets/Game/Prefabs/Equipment/World/set_035_Hips_World.prefab","4","5","Hips","3"
"3506","35","Leg","Preset_35 Leg","Chr_LegRight_Male_12;Chr_KneeAttachRight_01;Chr_LegLeft_Male_12;Chr_KneeAttachLeft_01","set_035_Leg.png","Assets/Game/Prefabs/Equipment/World/set_035_Leg_World.prefab","4","3","Leg","4"
"3507","35","Back","Preset_35 Back","Chr_BackAttachment_08","set_035_Back.png","Assets/Game/Prefabs/Equipment/World/set_035_Back_World.prefab","4","3","BackSlot","2"
"3601","36","Head","Preset_36 Head","Chr_HelmetAttachment_05","set_036_Head.png","Assets/Game/Prefabs/Equipment/World/set_036_Head_World.prefab","3","3","Head","1.5"
"3602","36","Body","Preset_36 Body","Chr_Torso_Female_15;Chr_ArmUpperRight_Female_20;Chr_ArmUpperLeft_Female_20;Chr_ShoulderAttachRight_18;Chr_ShoulderAttachLeft_18","set_036_Body.png","Assets/Game/Prefabs/Equipment/World/set_036_Body_World.prefab","4","6","Body","7"
"3604","36","Forearm","Preset_36 Forearm","Chr_ArmLowerRight_Female_14;Chr_ArmLowerLeft_Female_14;Chr_HandRight_Female_03;Chr_HandLeft_Female_03","set_036_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_036_Forearm_World.prefab","2","3","Forearm","2"
"3605","36","Hips","Preset_36 Hips","Chr_HipsAttachment_04;Chr_Hips_Female_27","set_036_Hips.png","Assets/Game/Prefabs/Equipment/World/set_036_Hips_World.prefab","4","5","Hips","3"
"3606","36","Leg","Preset_36 Leg","Chr_LegRight_Female_08;Chr_KneeAttachRight_06;Chr_LegLeft_Female_17","set_036_Leg.png","Assets/Game/Prefabs/Equipment/World/set_036_Leg_World.prefab","4","3","Leg","4"
"3701","37","Head","Preset_37 Head","Chr_HelmetAttachment_11","set_037_Head.png","Assets/Game/Prefabs/Equipment/World/set_037_Head_World.prefab","3","3","Head","1.5"
"3702","37","Body","Preset_37 Body","Chr_Torso_Male_22;Chr_ArmUpperRight_Male_03;Chr_ArmUpperLeft_Male_03;Chr_ShoulderAttachRight_16;Chr_ShoulderAttachLeft_16","set_037_Body.png","Assets/Game/Prefabs/Equipment/World/set_037_Body_World.prefab","4","6","Body","7"
"3704","37","Forearm","Preset_37 Forearm","Chr_ArmLowerRight_Male_07;Chr_ArmLowerLeft_Male_07;Chr_HandRight_Male_15;Chr_HandLeft_Male_15","set_037_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_037_Forearm_World.prefab","2","3","Forearm","2"
"3705","37","Hips","Preset_37 Hips","Chr_Hips_Male_01","set_037_Hips.png","Assets/Game/Prefabs/Equipment/World/set_037_Hips_World.prefab","4","5","Hips","3"
"3706","37","Leg","Preset_37 Leg","Chr_LegRight_Male_10;Chr_KneeAttachRight_08;Chr_LegLeft_Male_10;Chr_KneeAttachLeft_08","set_037_Leg.png","Assets/Game/Prefabs/Equipment/World/set_037_Leg_World.prefab","4","3","Leg","4"
"3707","37","Back","Preset_37 Back","Chr_BackAttachment_01","set_037_Back.png","Assets/Game/Prefabs/Equipment/World/set_037_Back_World.prefab","4","3","BackSlot","2"
"3802","38","Body","Preset_38 Body","Chr_Torso_Male_23;Chr_ArmUpperRight_Male_08;Chr_ArmUpperLeft_Male_08","set_038_Body.png","Assets/Game/Prefabs/Equipment/World/set_038_Body_World.prefab","4","6","Body","7"
"3804","38","Forearm","Preset_38 Forearm","Chr_ArmLowerRight_Male_01;Chr_ArmLowerLeft_Male_01;Chr_HandRight_Male_11;Chr_HandLeft_Male_11","set_038_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_038_Forearm_World.prefab","2","3","Forearm","2"
"3805","38","Hips","Preset_38 Hips","Chr_HipsAttachment_01;Chr_Hips_Male_21","set_038_Hips.png","Assets/Game/Prefabs/Equipment/World/set_038_Hips_World.prefab","4","5","Hips","3"
"3806","38","Leg","Preset_38 Leg","Chr_LegRight_Male_06;Chr_KneeAttachRight_11;Chr_LegLeft_Male_06;Chr_KneeAttachLeft_11","set_038_Leg.png","Assets/Game/Prefabs/Equipment/World/set_038_Leg_World.prefab","4","3","Leg","4"
"3807","38","Back","Preset_38 Back","Chr_BackAttachment_02","set_038_Back.png","Assets/Game/Prefabs/Equipment/World/set_038_Back_World.prefab","4","3","BackSlot","2"
"3902","39","Body","Preset_39 Body","Chr_Torso_Female_25;Chr_ArmUpperRight_Female_01;Chr_ArmUpperLeft_Female_01;Chr_ShoulderAttachRight_08;Chr_ShoulderAttachLeft_21","set_039_Body.png","Assets/Game/Prefabs/Equipment/World/set_039_Body_World.prefab","4","6","Body","7"
"3904","39","Forearm","Preset_39 Forearm","Chr_ArmLowerRight_Female_09;Chr_ArmLowerLeft_Female_17;Chr_HandRight_Female_12;Chr_HandLeft_Female_12","set_039_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_039_Forearm_World.prefab","2","3","Forearm","2"
"3905","39","Hips","Preset_39 Hips","Chr_HipsAttachment_05;Chr_Hips_Female_26","set_039_Hips.png","Assets/Game/Prefabs/Equipment/World/set_039_Hips_World.prefab","4","5","Hips","3"
"3906","39","Leg","Preset_39 Leg","Chr_LegRight_Female_12;Chr_KneeAttachRight_01;Chr_LegLeft_Female_12","set_039_Leg.png","Assets/Game/Prefabs/Equipment/World/set_039_Leg_World.prefab","4","3","Leg","4"
"3907","39","Back","Preset_39 Back","Chr_BackAttachment_03","set_039_Back.png","Assets/Game/Prefabs/Equipment/World/set_039_Back_World.prefab","4","3","BackSlot","2"
"4002","40","Body","Preset_40 Body","Chr_Torso_Female_26;Chr_ArmUpperRight_Female_11;Chr_ArmUpperLeft_Female_11;Chr_ShoulderAttachRight_16","set_040_Body.png","Assets/Game/Prefabs/Equipment/World/set_040_Body_World.prefab","4","6","Body","7"
"4004","40","Forearm","Preset_40 Forearm","Chr_ArmLowerRight_Female_07;Chr_ArmLowerLeft_Female_07;Chr_HandRight_Female_12;Chr_HandLeft_Female_12","set_040_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_040_Forearm_World.prefab","2","3","Forearm","2"
"4005","40","Hips","Preset_40 Hips","Chr_HipsAttachment_01;Chr_Hips_Female_08","set_040_Hips.png","Assets/Game/Prefabs/Equipment/World/set_040_Hips_World.prefab","4","5","Hips","3"
"4006","40","Leg","Preset_40 Leg","Chr_LegRight_Female_02;Chr_KneeAttachRight_05;Chr_LegLeft_Female_02;Chr_KneeAttachLeft_05","set_040_Leg.png","Assets/Game/Prefabs/Equipment/World/set_040_Leg_World.prefab","4","3","Leg","4"
"4007","40","Back","Preset_40 Back","Chr_BackAttachment_09","set_040_Back.png","Assets/Game/Prefabs/Equipment/World/set_040_Back_World.prefab","4","3","BackSlot","2"
"4101","41","Head","Preset_41 Head","Chr_HeadCoverings_Base_Hair_04","set_041_Head.png","Assets/Game/Prefabs/Equipment/World/set_041_Head_World.prefab","3","3","Head","1.5"
"4102","41","Body","Preset_41 Body","Chr_Torso_Male_03;Chr_ArmUpperRight_Male_04;Chr_ArmUpperLeft_Male_04","set_041_Body.png","Assets/Game/Prefabs/Equipment/World/set_041_Body_World.prefab","4","6","Body","7"
"4104","41","Forearm","Preset_41 Forearm","Chr_ArmLowerRight_Male_15;Chr_ArmLowerLeft_Male_15;Chr_HandRight_Male_03;Chr_HandLeft_Male_15","set_041_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_041_Forearm_World.prefab","2","3","Forearm","2"
"4105","41","Hips","Preset_41 Hips","Chr_Hips_Male_15","set_041_Hips.png","Assets/Game/Prefabs/Equipment/World/set_041_Hips_World.prefab","4","5","Hips","3"
"4106","41","Leg","Preset_41 Leg","Chr_LegRight_Male_14;Chr_KneeAttachRight_11;Chr_LegLeft_Male_14;Chr_KneeAttachLeft_11","set_041_Leg.png","Assets/Game/Prefabs/Equipment/World/set_041_Leg_World.prefab","4","3","Leg","4"
"4107","41","Back","Preset_41 Back","Chr_BackAttachment_05","set_041_Back.png","Assets/Game/Prefabs/Equipment/World/set_041_Back_World.prefab","4","3","BackSlot","2"
"4201","42","Head","Preset_42 Head","Chr_HeadCoverings_Base_Hair_01","set_042_Head.png","Assets/Game/Prefabs/Equipment/World/set_042_Head_World.prefab","3","3","Head","1.5"
"4202","42","Body","Preset_42 Body","Chr_Torso_Female_22;Chr_ArmUpperRight_Female_14;Chr_ArmUpperLeft_Female_14","set_042_Body.png","Assets/Game/Prefabs/Equipment/World/set_042_Body_World.prefab","4","6","Body","7"
"4204","42","Forearm","Preset_42 Forearm","Chr_ArmLowerRight_Female_09;Chr_ArmLowerLeft_Female_13;Chr_HandRight_Female_04;Chr_HandLeft_Female_17","set_042_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_042_Forearm_World.prefab","2","3","Forearm","2"
"4205","42","Hips","Preset_42 Hips","Chr_HipsAttachment_06;Chr_Hips_Female_12","set_042_Hips.png","Assets/Game/Prefabs/Equipment/World/set_042_Hips_World.prefab","4","5","Hips","3"
"4206","42","Leg","Preset_42 Leg","Chr_LegRight_Female_19;Chr_KneeAttachRight_10;Chr_LegLeft_Female_19;Chr_KneeAttachLeft_10","set_042_Leg.png","Assets/Game/Prefabs/Equipment/World/set_042_Leg_World.prefab","4","3","Leg","4"
"4207","42","Back","Preset_42 Back","Chr_BackAttachment_12","set_042_Back.png","Assets/Game/Prefabs/Equipment/World/set_042_Back_World.prefab","4","3","BackSlot","2"
"4301","43","Head","Preset_43 Head","Chr_HeadCoverings_Base_Hair_08","set_043_Head.png","Assets/Game/Prefabs/Equipment/World/set_043_Head_World.prefab","3","3","Head","1.5"
"4302","43","Body","Preset_43 Body","Chr_Torso_Female_19;Chr_ArmUpperRight_Female_18;Chr_ArmUpperLeft_Female_18","set_043_Body.png","Assets/Game/Prefabs/Equipment/World/set_043_Body_World.prefab","4","6","Body","7"
"4304","43","Forearm","Preset_43 Forearm","Chr_ArmLowerRight_Female_05;Chr_ArmLowerLeft_Female_05;Chr_HandRight_Female_09;Chr_HandLeft_Female_09","set_043_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_043_Forearm_World.prefab","2","3","Forearm","2"
"4305","43","Hips","Preset_43 Hips","Chr_HipsAttachment_07;Chr_Hips_Female_27","set_043_Hips.png","Assets/Game/Prefabs/Equipment/World/set_043_Hips_World.prefab","4","5","Hips","3"
"4306","43","Leg","Preset_43 Leg","Chr_LegRight_Female_12;Chr_LegLeft_Female_12","set_043_Leg.png","Assets/Game/Prefabs/Equipment/World/set_043_Leg_World.prefab","4","3","Leg","4"
"4307","43","Back","Preset_43 Back","Chr_BackAttachment_05","set_043_Back.png","Assets/Game/Prefabs/Equipment/World/set_043_Back_World.prefab","4","3","BackSlot","2"
"4401","44","Head","Preset_44 Head","Chr_HeadCoverings_Base_Hair_03","set_044_Head.png","Assets/Game/Prefabs/Equipment/World/set_044_Head_World.prefab","3","3","Head","1.5"
"4402","44","Body","Preset_44 Body","Chr_Torso_Male_09;Chr_ArmUpperRight_Male_04;Chr_ArmUpperLeft_Male_19;Chr_ShoulderAttachRight_10","set_044_Body.png","Assets/Game/Prefabs/Equipment/World/set_044_Body_World.prefab","4","6","Body","7"
"4404","44","Forearm","Preset_44 Forearm","Chr_ArmLowerRight_Male_14;Chr_ArmLowerLeft_Male_14;Chr_HandRight_Male_13;Chr_HandLeft_Male_13","set_044_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_044_Forearm_World.prefab","2","3","Forearm","2"
"4405","44","Hips","Preset_44 Hips","Chr_Hips_Male_22","set_044_Hips.png","Assets/Game/Prefabs/Equipment/World/set_044_Hips_World.prefab","4","5","Hips","3"
"4406","44","Leg","Preset_44 Leg","Chr_LegRight_Male_18;Chr_KneeAttachRight_01;Chr_LegLeft_Male_18;Chr_KneeAttachLeft_01","set_044_Leg.png","Assets/Game/Prefabs/Equipment/World/set_044_Leg_World.prefab","4","3","Leg","4"
"4407","44","Back","Preset_44 Back","Chr_BackAttachment_07","set_044_Back.png","Assets/Game/Prefabs/Equipment/World/set_044_Back_World.prefab","4","3","BackSlot","2"
"4502","45","Body","Preset_45 Body","Chr_Torso_Female_07;Chr_ArmUpperRight_Female_10;Chr_ArmUpperLeft_Female_10;Chr_ShoulderAttachRight_17;Chr_ShoulderAttachLeft_17","set_045_Body.png","Assets/Game/Prefabs/Equipment/World/set_045_Body_World.prefab","4","6","Body","7"
